sales_order,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,Check sale,Invoice,Accept/Reject
0,90420332,FREKVENS,Bar furniture,264,No old price,TRUE,https://www.ikea.com/sa/en/p/frekvens-bar-table-in-outdoor-black-90420332/,No,"        Bar table, in/outdoor,          51x51 cm",Nicholai Wiig Hansen,,99,51,
